USER_UUID,USER_CREATED_AT,PROFILE_COMPLETE_AT,HOW_CAN_WE_HELP_YOU,PREVIOUS_EDUCATION_LEVEL,EMPLOYER
1495d044-b550-43e3-b6ae-240d17c4084f,2021-01-25 17:36:30,2021-01-25 17:45:21,I primarily want to learn or improve a language,Some High School,Electronics United
b130cda2-61ea-4ebb-b54c-b6870152f62e,2020-11-22 5:37:41,2021-01-25 1:07:22,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
a00c3bbe-f418-4af0-91c4-53b4423c9ded,2021-01-06 14:12:52,2021-01-06 14:14:10,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
529e26da-1e90-4fd2-823b-38985fa14d26,2021-01-29 18:33:41,2021-01-29 18:34:56,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
bda4ab9a-340a-49e2-a601-4747071c2434,2021-01-16 10:02:33,2021-01-16 10:03:50,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Electronics United
f6400aef-5624-4c8f-b2ae-2715ccbb7ae8,2021-01-07 21:58:36,2021-01-07 22:01:25,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
87a470c2-1a3f-495f-aa78-8a3c1f3d2bc8,2021-01-01 20:18:11,2021-01-01 20:20:02,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Tree Stores
522038ee-9459-4d0e-aa93-bcb3043f14f6,2021-01-13 17:38:04,2021-01-13 17:39:53,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Box Stores
607a5d9a-1972-49bd-8aee-e04ea29bfd8d,2021-01-24 4:16:57,2021-01-24 4:17:55,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
6e2bfb85-1653-43f3-8c1d-6bffd1e05c8d,2021-01-18 3:01:03,2021-01-18 3:06:31,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Soccer Plus
e027117a-67cf-4213-8cb2-729c6eea83d7,2021-01-24 0:08:14,2021-01-24 0:12:54,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
cfada8c2-0597-4708-9b1b-b6833c90db8a,2021-01-05 20:19:11,2021-01-05 20:20:19,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Box Stores
c8a344d1-96fd-46c8-863f-4889a781926e,2021-01-05 13:53:42,2021-01-05 13:55:40,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
05bba3f5-01a8-4f35-a9c6-9cad239a1e58,2021-01-04 15:20:42,2021-01-04 15:21:54,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
16a04c9e-129e-4f8e-b6b7-528269cc4239,2021-01-21 19:48:51,2021-01-22 14:41:27,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
3dd0c9ef-feea-4f27-bc51-755355e75e10,2021-01-09 8:12:37,2021-01-09 8:15:49,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Box Stores
1443b8b6-2e82-4218-af2f-e48429c1bdd4,2021-01-18 17:31:58,2021-01-18 17:33:08,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
9ef525af-fbc1-4644-9fc2-7f471d2c3d52,2018-08-21 21:40:40,2021-01-27 0:20:29,I want to learn about my employer's benefits,Bachelors Degree,Soccer Plus
c11650ff-02a3-4617-9fd2-eb8ba62bc9b5,2021-01-05 19:44:06,2021-01-05 19:45:45,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
f9f0e359-ff71-4b81-9de5-2aeb9692ac57,2021-01-04 9:19:17,2021-01-04 9:27:37,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
980a37e0-d229-4732-a82b-0e8c5a22e8dd,2021-01-17 21:32:47,2021-01-17 21:34:17,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
61017b55-dd23-487d-81e8-53908937272a,2021-01-06 9:51:49,2021-01-06 9:52:49,I am already enrolled in a university or school,Some College,Soccer Plus
bfcd554e-c699-4321-9bf1-af9f53793a59,2021-01-06 22:21:56,2021-01-06 22:23:10,I am already enrolled in a university or school,Some College,Tree Stores
5ed2e20f-b8e2-45f9-a5f7-129c83182759,2021-01-26 13:40:19,2021-01-26 13:42:08,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Box Stores
b4b66b31-9da7-4ff0-b76f-b778e7cdcb3a,2020-12-16 3:48:22,2021-01-08 19:32:36,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
401696d3-5198-49f8-8390-bc7fedcf3c12,2021-01-13 15:40:41,2021-01-13 15:41:39,I want to go back to school but I’m not sure what I want to study,Associates Degree,Soccer Plus
7ad8bf5b-8b50-4b24-8f17-5b435f5c8864,2021-01-08 21:26:11,2021-01-08 21:27:54,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
33b7cecc-8322-4162-955f-a39442a3413e,2021-01-15 15:47:06,2021-01-15 15:49:30,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
1b8db879-e2f1-4388-9436-3248a54e5c96,2021-01-03 14:21:14,2021-01-03 14:22:16,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
7e45bc38-cf94-432c-8ea2-90c4e1d7f44e,2021-01-02 2:35:40,2021-01-02 2:37:27,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Soccer Plus
b04e7ea7-6eb8-44c4-a7ab-3ba94ded4068,2021-01-11 3:55:39,2021-01-11 3:56:53,I am already enrolled in a university or school,Some College,Tree Stores
88da0ee1-63a7-462c-93fc-61dd04504d61,2021-01-14 23:25:05,2021-01-14 23:27:17,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Box Stores
41b3411f-1fdc-4246-ab67-4a3981264633,2021-01-23 21:55:19,2021-01-23 21:58:21,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
aa772f85-3fce-4294-8f29-5b6ddfda3eef,2021-01-21 17:33:20,2021-01-21 17:37:19,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
bceb41bf-69cc-412c-955a-3d641008cde3,2021-01-22 4:52:03,2021-01-27 1:54:28,I am already enrolled in a university or school,Some College,Tree Stores
10156dab-0424-44d2-8ef0-239a1f29c60e,2021-01-07 10:44:17,2021-01-07 10:46:59,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Box Stores
b09285e9-bd9a-4613-b955-fa8992caf2fa,2021-01-25 20:34:20,2021-01-25 20:36:05,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
55ed4fe1-05df-4ed6-b0f9-2679b690b959,2021-01-06 20:55:14,2021-01-06 20:56:29,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
f81ed8d8-f210-44b5-abb0-a5bd77fc0afc,2020-12-14 18:48:32,2021-01-05 18:47:07,I want to go back to school but I’m not sure what I want to study,Some High School,Tree Stores
a8bc531a-e060-435b-9c77-5323ce00d45f,2021-01-21 21:25:10,2021-01-21 21:27:15,I am already enrolled in a university or school,Some College,Box Stores
71ef05a8-2748-40d3-9fc5-a6b8658408f9,2021-01-05 3:28:45,2021-01-05 3:30:17,I am already enrolled in a university or school,Some College,Electronics United
ee02e471-41cf-4c40-9aac-65322f885463,2021-01-10 15:07:34,2021-01-10 15:09:17,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
75a3d3b7-bba2-4d07-ab03-2c2bab13d322,2021-01-07 19:57:42,2021-01-07 19:59:00,I want to go back to school but I’m not sure what I want to study,Some High School,Tree Stores
04ef6297-3240-4948-93cc-ef3378544e47,2021-01-06 15:29:41,2021-01-06 15:32:16,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Box Stores
82bc635c-412c-48b7-b974-9c048a989dc1,2018-03-19 15:22:06,2021-01-07 0:41:12,,,Electronics United
4a53acc6-a5d6-48c8-8778-fc6d952e642c,2020-12-15 14:43:12,2021-01-07 20:21:08,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Soccer Plus
4e923fad-9a23-4aee-a975-7d46407ceea3,2021-01-06 2:31:48,2021-01-06 2:32:47,I want to go back to school but I’m not sure what I want to study,Some College,Tree Stores
9292d43a-94a5-4606-9787-9b5e0efe548a,2021-01-14 22:32:12,2021-01-14 22:33:44,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Box Stores
7c7ce271-3782-4313-9cf5-cc3e70760953,2021-01-23 17:17:50,2021-01-23 17:20:29,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
ff943ba7-21cb-4c3c-95be-92c3e70e8bf1,2021-01-21 21:30:58,2021-01-21 21:34:11,I want to go back to school but I’m not sure what I want to study,Bachelors Degree,Soccer Plus
ff13128e-7b6c-49c0-af54-d3e9e782b807,2021-01-08 23:26:24,2021-01-08 23:27:17,I am already enrolled in a university or school,Bachelors Degree,Tree Stores
cba7db94-566b-42c5-9a37-5fbe96249e70,2021-01-27 22:11:33,2021-01-29 19:19:57,I'm honestly not sure about going back to school,Bachelors Degree,Box Stores
9864797d-3b35-4879-a398-217b10a23045,2020-10-25 16:30:59,2021-01-16 18:21:11,I primarily want to learn or improve a language,Some College,Electronics United
a2419e22-6f54-4af5-bb22-ad24c95b83f8,2021-01-10 1:22:36,2021-01-10 1:29:57,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
b543f846-34f6-404e-afe7-3f7721d24b16,2021-01-14 12:50:14,2021-01-16 23:46:33,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
0f3e34aa-cf25-4090-ab23-83c39d8e9388,2021-01-20 15:43:24,2021-01-20 15:46:05,I am already enrolled in a university or school,Bachelors Degree,Box Stores
5c3375c1-2994-4b47-a6e5-46fced0c60d8,2021-01-15 15:16:23,2021-01-15 15:17:15,I am already enrolled in a university or school,Bachelors Degree,Electronics United
ec8e6757-b56d-469c-8c0f-5f63b2554ea6,2021-01-07 1:46:30,2021-01-07 1:48:38,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
7dde06fc-85f9-4c4e-909f-d8fc7516fbf4,2021-01-20 16:29:47,2021-01-20 16:31:18,I am already enrolled in a university or school,Master's Degree,Tree Stores
e1e7cea4-385d-40db-9766-c928aed2f889,2021-01-29 6:07:26,2021-01-29 6:08:22,I primarily want to learn or improve a language,Some High School,Box Stores
d7ef1015-d07d-472a-a7bc-247136c2f857,2021-01-11 19:19:07,2021-01-11 19:20:39,I primarily want to learn or improve a language,Master's Degree,Electronics United
c2d02e0c-d169-426b-a2e6-3611752b50ae,2021-01-15 2:18:57,2021-01-15 2:20:36,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Soccer Plus
7f76241a-259d-4e12-b11b-df6f04b67f81,2021-01-26 20:19:50,2021-01-26 20:22:15,I want to go back to school but I’m not sure what I want to study,Bachelors Degree,Tree Stores
f3d8e485-930a-46d7-9fed-b3ccf4c97600,2021-01-22 2:30:20,2021-01-22 2:32:37,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
40789ba0-c890-416b-89d0-9ac10d8ddbfb,2020-01-19 1:37:44,2021-01-03 2:50:09,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
7f925bfc-5ef7-4b26-a7c6-6e00162c6802,2021-01-08 19:13:11,2021-01-08 19:45:27,I want to go back to school but I’m not sure what I want to study,Associates Degree,Soccer Plus
2dcde031-ae71-4c15-aa7b-b5effcad57ed,2021-01-22 5:00:22,2021-01-26 20:16:58,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Tree Stores
695c3994-9cb2-4442-bf1e-d1c8fb8ed500,2021-01-30 2:19:35,2021-01-30 2:21:08,I want to go back to school but I’m not sure what I want to study,Graduated Highschool/GED,Box Stores
53f49523-09a6-402c-901c-ed7773ce62a6,2021-01-29 19:08:46,2021-01-29 19:10:50,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Electronics United
dd07a3b6-c7d0-4072-bbd6-846a1b44fa2c,2021-01-03 22:03:36,2021-01-03 22:06:04,I am already enrolled in a university or school,Some College,Soccer Plus
bfbab23f-00c8-4d89-a170-0e5bdb46f70c,2021-01-01 15:25:20,2021-01-01 15:26:28,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
0a8d3d3a-5841-4e96-a021-a25fd905c223,2021-01-05 13:46:09,2021-01-05 13:47:44,I primarily want to learn or improve a language,Some College,Box Stores
3226e465-9802-4883-9860-334ad6ef420d,2021-01-17 18:02:06,2021-01-17 18:50:03,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
f6789728-aa17-43f3-8d7a-d8762d712e30,2021-01-26 23:07:18,2021-01-26 23:10:00,I'm honestly not sure about going back to school,Some College,Soccer Plus
7a9b961c-5985-4d3e-89c1-4ac569640ca9,2021-01-13 0:01:36,2021-01-13 0:02:54,I am already enrolled in a university or school,Master's Degree,Tree Stores
972eb71c-6ef6-4750-9760-d18f87154205,2021-01-08 15:16:19,2021-01-08 15:18:01,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
9f2e6319-fa13-48e7-926c-7f7552427e59,2021-01-20 19:59:03,2021-01-20 20:01:08,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Electronics United
5e50ee18-2145-4782-be3a-44d00b72d35e,2021-01-23 19:25:34,2021-01-23 19:28:00,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Soccer Plus
84a42850-594f-4dc8-8d09-029df97e1d66,2021-01-06 0:47:42,2021-01-06 0:49:33,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Master's Degree,Tree Stores
69c76c09-7eec-48dc-9507-b6dc5192d78e,2021-01-06 1:19:21,2021-01-06 1:20:26,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Box Stores
3eb34fa6-0ea6-4342-8eaf-05b4ba1baeff,2021-01-01 22:39:33,2021-01-01 22:49:35,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
09bb7dc6-66f4-4083-aa75-9ab2b7eb075a,2021-01-20 22:44:27,2021-01-20 22:53:10,I am already enrolled in a university or school,Some College,Soccer Plus
2b2dd749-5b27-42c5-81fa-57fa8cbc149f,2021-01-25 9:53:42,2021-01-25 9:58:32,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
27430233-c738-44cd-a45e-9b3611fd93c2,2021-01-08 15:20:08,2021-01-08 15:22:10,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Box Stores
41440d0f-d4bf-4ad1-a3d8-c5b01d676b3f,2021-01-19 18:47:37,2021-01-19 18:49:56,I am already enrolled in a university or school,Some College,Electronics United
